insurer,lob,vehicle_type,policy_type,policy_term,coverage_level,coverage_name,claim_category,claim_trigger,frequency_band,severity_band,avg_claim_amount_inr,max_claim_amount_inr,deductible_applicable,depreciation_applicable,ncb_impact,renewal_impact,fraud_risk_level,loss_ratio_risk,mandatory_documents,common_denial_reasons,profitability_tag,claim_frequency,loss_ratio,pure_premium,risk_loading_factor,volatility_index,risk_zone,state,city,flood_risk_score,theft_risk_score,accident_density_score,avg_settlement_days,fast_track_eligible,cashless_ratio,document_deficiency_rate,repudiation_rate
ACKO,Motor,Two Wheeler,Package,Annual,Base,Personal Accident,Accident / Liability,Policy Defined Event,Medium,Medium,35000,300000,Yes,Yes,Yes,Medium,Low,Medium,Claim Form|FIR|Photos,Policy Breach,Balanced,0.15,0.9,5250.0,1.08,0.39,Rural,Maharashtra,Bangalore,0.59,0.45,0.37,11,False,0.79,0.25,0.03
ACKO,Motor,Two Wheeler,Package,Annual,Addon,Zero Depreciation,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.36,Rural,Maharashtra,Mumbai,0.77,0.44,0.87,13,False,0.83,0.25,0.08
ACKO,Motor,Two Wheeler,Package,Annual,Addon,Engine Protect,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.26,Metro,Tamil Nadu,Delhi,0.74,0.25,0.74,9,False,0.59,0.25,0.08
ACKO,Motor,Two Wheeler,Package,Annual,Addon,Gearbox Protect,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.59,Rural,Karnataka,Chennai,0.36,0.38,0.4,8,False,0.54,0.25,0.08
ACKO,Motor,Two Wheeler,Package,Annual,Addon,Consumables,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.64,Urban,Karnataka,Mumbai,0.64,0.22,0.52,13,False,0.7,0.25,0.08
ACKO,Motor,Two Wheeler,Package,Annual,Addon,Tyre Protect,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.62,Urban,Delhi,Chennai,0.84,0.66,0.62,7,False,0.7,0.25,0.08
ACKO,Motor,Two Wheeler,Package,Annual,Addon,Roadside Assistance,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.39,Urban,Maharashtra,Mumbai,0.45,0.46,0.77,9,False,0.61,0.25,0.08
ACKO,Motor,Two Wheeler,Package,Annual,Addon,NCB Protect,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.34,Urban,Tamil Nadu,Chennai,0.79,0.47,0.39,12,False,0.58,0.25,0.08
ACKO,Motor,Two Wheeler,Package,Annual,Addon,Return to Invoice,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.57,Urban,Karnataka,Delhi,0.63,0.43,0.39,8,False,0.75,0.25,0.08
ACKO,Motor,Two Wheeler,Package,Annual,Addon,Invoice Cover,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.56,Urban,Tamil Nadu,Ahmedabad,0.89,0.23,0.34,12,False,0.64,0.25,0.08
ACKO,Motor,Two Wheeler,Package,Annual,Addon,PAYD Benefit,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.64,Urban,Maharashtra,Mumbai,0.55,0.21,0.89,10,False,0.56,0.25,0.08
ACKO,Motor,Two Wheeler,Package,Annual,Addon,EV Addon,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.66,Metro,Delhi,Mumbai,0.74,0.2,0.77,8,False,0.64,0.25,0.08
ACKO,Motor,Two Wheeler,Package,Annual,Addon,EMI Protector,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.59,Urban,Tamil Nadu,Bangalore,0.58,0.2,0.57,9,False,0.76,0.25,0.08
ACKO,Motor,Two Wheeler,Package,Annual,Addon,Loss of Use,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.62,Urban,Karnataka,Delhi,0.71,0.43,0.36,9,False,0.67,0.25,0.08
ACKO,Motor,Two Wheeler,Package,Annual,Addon,Key Protect,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.44,Rural,Maharashtra,Ahmedabad,0.85,0.26,0.69,13,False,0.59,0.25,0.08
ACKO,Motor,Two Wheeler,Package,Annual,Addon,Personal Belongings,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.63,Metro,Gujarat,Ahmedabad,0.85,0.79,0.69,7,False,0.63,0.25,0.08
ACKO,Motor,Two Wheeler,Bundled,Annual,Base,Own Damage,Accident / Liability,Policy Defined Event,Medium,Medium,35000,300000,Yes,Yes,Yes,Medium,Low,Medium,Claim Form|FIR|Photos,Policy Breach,Balanced,0.15,0.9,5250.0,1.08,0.62,Urban,Gujarat,Mumbai,0.33,0.5,0.48,11,False,0.85,0.25,0.03
ACKO,Motor,Two Wheeler,Bundled,Annual,Base,Third Party,Accident / Liability,Policy Defined Event,Medium,Medium,35000,300000,Yes,Yes,Yes,Medium,Low,Medium,Claim Form|FIR|Photos,Policy Breach,Balanced,0.15,0.9,5250.0,1.08,0.41,Metro,Karnataka,Delhi,0.67,0.29,0.37,14,False,0.82,0.25,0.03
ACKO,Motor,Two Wheeler,Bundled,Annual,Base,Personal Accident,Accident / Liability,Policy Defined Event,Medium,Medium,35000,300000,Yes,Yes,Yes,Medium,Low,Medium,Claim Form|FIR|Photos,Policy Breach,Balanced,0.15,0.9,5250.0,1.08,0.22,Urban,Karnataka,Delhi,0.63,0.32,0.57,11,False,0.66,0.25,0.03
ACKO,Motor,Two Wheeler,Bundled,Annual,Addon,Zero Depreciation,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.29,Urban,Karnataka,Ahmedabad,0.5,0.32,0.54,9,False,0.63,0.25,0.08
ACKO,Motor,Two Wheeler,Bundled,Annual,Addon,Engine Protect,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.34,Urban,Tamil Nadu,Chennai,0.4,0.39,0.87,13,False,0.84,0.25,0.08
ACKO,Motor,Two Wheeler,Bundled,Annual,Addon,Gearbox Protect,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.22,Metro,Tamil Nadu,Chennai,0.89,0.29,0.63,13,False,0.76,0.25,0.08
ACKO,Motor,Two Wheeler,Bundled,Annual,Addon,Consumables,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.63,Metro,Gujarat,Chennai,0.42,0.72,0.62,11,False,0.63,0.25,0.08
ACKO,Motor,Two Wheeler,Bundled,Annual,Addon,Tyre Protect,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.3,Urban,Gujarat,Delhi,0.58,0.74,0.37,10,False,0.57,0.25,0.08
ACKO,Motor,Two Wheeler,Bundled,Annual,Addon,Roadside Assistance,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.54,Metro,Karnataka,Bangalore,0.42,0.49,0.42,11,False,0.54,0.25,0.08
ACKO,Motor,Two Wheeler,Bundled,Annual,Addon,NCB Protect,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.58,Urban,Maharashtra,Bangalore,0.83,0.73,0.4,13,False,0.56,0.25,0.08
ACKO,Motor,Two Wheeler,Bundled,Annual,Addon,Return to Invoice,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.6,Metro,Karnataka,Delhi,0.37,0.76,0.57,13,False,0.71,0.25,0.08
ACKO,Motor,Two Wheeler,Bundled,Annual,Addon,Invoice Cover,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.28,Urban,Maharashtra,Delhi,0.73,0.8,0.58,14,False,0.63,0.25,0.08
ACKO,Motor,Two Wheeler,Bundled,Annual,Addon,PAYD Benefit,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.6,Metro,Gujarat,Mumbai,0.51,0.77,0.83,8,False,0.71,0.25,0.08
ACKO,Motor,Two Wheeler,Bundled,Annual,Addon,EV Addon,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.39,Metro,Delhi,Ahmedabad,0.83,0.6,0.48,13,False,0.67,0.25,0.08
ACKO,Motor,Two Wheeler,Bundled,Annual,Addon,EMI Protector,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.51,Metro,Delhi,Ahmedabad,0.78,0.54,0.49,10,False,0.62,0.25,0.08
ACKO,Motor,Two Wheeler,Bundled,Annual,Addon,Loss of Use,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.25,Metro,Maharashtra,Mumbai,0.58,0.37,0.4,12,False,0.61,0.25,0.08
ACKO,Motor,Two Wheeler,Bundled,Annual,Addon,Key Protect,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.38,Metro,Tamil Nadu,Chennai,0.59,0.29,0.37,12,False,0.65,0.25,0.08
ACKO,Motor,Two Wheeler,Bundled,Annual,Addon,Personal Belongings,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.54,Metro,Karnataka,Mumbai,0.54,0.76,0.74,10,False,0.63,0.25,0.08
ACKO,Motor,Two Wheeler,Standalone Own Damage,Annual,Base,Own Damage,Accident / Liability,Policy Defined Event,Medium,Medium,35000,300000,Yes,Yes,Yes,Medium,Low,Medium,Claim Form|FIR|Photos,Policy Breach,Balanced,0.15,0.9,5250.0,1.08,0.62,Urban,Delhi,Bangalore,0.5,0.7,0.87,11,False,0.53,0.25,0.03
ACKO,Motor,Two Wheeler,Standalone Own Damage,Annual,Base,Personal Accident,Accident / Liability,Policy Defined Event,Medium,Medium,35000,300000,Yes,Yes,Yes,Medium,Low,Medium,Claim Form|FIR|Photos,Policy Breach,Balanced,0.15,0.9,5250.0,1.08,0.43,Metro,Tamil Nadu,Mumbai,0.82,0.77,0.75,12,False,0.67,0.25,0.03
ACKO,Motor,Two Wheeler,Standalone Own Damage,Annual,Addon,Zero Depreciation,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.52,Rural,Maharashtra,Chennai,0.64,0.22,0.82,14,False,0.53,0.25,0.08
ACKO,Motor,Two Wheeler,Standalone Own Damage,Annual,Addon,Engine Protect,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.44,Rural,Maharashtra,Mumbai,0.67,0.37,0.45,10,False,0.52,0.25,0.08
ACKO,Motor,Two Wheeler,Standalone Own Damage,Annual,Addon,Gearbox Protect,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.55,Urban,Maharashtra,Chennai,0.47,0.78,0.88,14,False,0.76,0.25,0.08
ACKO,Motor,Two Wheeler,Standalone Own Damage,Annual,Addon,Consumables,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.22,Rural,Karnataka,Delhi,0.48,0.24,0.36,9,False,0.76,0.25,0.08
ACKO,Motor,Two Wheeler,Standalone Own Damage,Annual,Addon,Tyre Protect,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.65,Rural,Tamil Nadu,Ahmedabad,0.72,0.65,0.35,13,False,0.66,0.25,0.08
ACKO,Motor,Two Wheeler,Standalone Own Damage,Annual,Addon,Roadside Assistance,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.52,Metro,Maharashtra,Mumbai,0.65,0.54,0.77,14,False,0.7,0.25,0.08
ACKO,Motor,Two Wheeler,Standalone Own Damage,Annual,Addon,NCB Protect,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.34,Rural,Karnataka,Chennai,0.72,0.74,0.38,11,False,0.74,0.25,0.08
ACKO,Motor,Two Wheeler,Standalone Own Damage,Annual,Addon,Return to Invoice,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.4,Urban,Delhi,Ahmedabad,0.55,0.39,0.45,10,False,0.67,0.25,0.08
ACKO,Motor,Two Wheeler,Standalone Own Damage,Annual,Addon,Invoice Cover,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.2,Metro,Gujarat,Bangalore,0.53,0.23,0.54,14,False,0.77,0.25,0.08
ACKO,Motor,Two Wheeler,Standalone Own Damage,Annual,Addon,PAYD Benefit,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.65,Rural,Karnataka,Mumbai,0.6,0.36,0.81,8,False,0.66,0.25,0.08
ACKO,Motor,Two Wheeler,Standalone Own Damage,Annual,Addon,EV Addon,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.3,Rural,Gujarat,Bangalore,0.34,0.41,0.66,8,False,0.56,0.25,0.08
ACKO,Motor,Two Wheeler,Standalone Own Damage,Annual,Addon,EMI Protector,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.43,Urban,Tamil Nadu,Mumbai,0.45,0.73,0.4,10,False,0.62,0.25,0.08
ACKO,Motor,Two Wheeler,Standalone Own Damage,Annual,Addon,Loss of Use,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.23,Metro,Tamil Nadu,Ahmedabad,0.7,0.31,0.86,11,False,0.75,0.25,0.08
ACKO,Motor,Two Wheeler,Standalone Own Damage,Annual,Addon,Key Protect,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.32,Rural,Tamil Nadu,Bangalore,0.58,0.27,0.82,9,False,0.66,0.25,0.08
ACKO,Motor,Two Wheeler,Standalone Own Damage,Annual,Addon,Personal Belongings,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.48,Rural,Tamil Nadu,Mumbai,0.58,0.53,0.49,10,False,0.55,0.25,0.08
ACKO,Motor,Two Wheeler,Liability Only,Annual,Base,Third Party,Accident / Liability,Policy Defined Event,Medium,Medium,35000,300000,Yes,Yes,Yes,Medium,Low,Medium,Claim Form|FIR|Photos,Policy Breach,Balanced,0.15,0.9,5250.0,1.08,0.35,Rural,Delhi,Ahmedabad,0.83,0.76,0.39,7,False,0.55,0.25,0.03
ACKO,Motor,Two Wheeler,Liability Only,Annual,Base,Personal Accident,Accident / Liability,Policy Defined Event,Medium,Medium,35000,300000,Yes,Yes,Yes,Medium,Low,Medium,Claim Form|FIR|Photos,Policy Breach,Balanced,0.15,0.9,5250.0,1.08,0.62,Rural,Maharashtra,Mumbai,0.42,0.34,0.49,10,False,0.77,0.25,0.03
ACKO,Motor,Two Wheeler,Long Term Package,Annual,Base,Own Damage,Accident / Liability,Policy Defined Event,Medium,Medium,35000,300000,Yes,Yes,Yes,Medium,Low,Medium,Claim Form|FIR|Photos,Policy Breach,Balanced,0.15,0.9,5250.0,1.08,0.29,Rural,Gujarat,Bangalore,0.44,0.37,0.8,9,False,0.8,0.25,0.03
ACKO,Motor,Two Wheeler,Long Term Package,Annual,Base,Third Party,Accident / Liability,Policy Defined Event,Medium,Medium,35000,300000,Yes,Yes,Yes,Medium,Low,Medium,Claim Form|FIR|Photos,Policy Breach,Balanced,0.15,0.9,5250.0,1.08,0.58,Urban,Maharashtra,Chennai,0.58,0.66,0.86,14,False,0.78,0.25,0.03
ACKO,Motor,Two Wheeler,Long Term Package,Annual,Base,Personal Accident,Accident / Liability,Policy Defined Event,Medium,Medium,35000,300000,Yes,Yes,Yes,Medium,Low,Medium,Claim Form|FIR|Photos,Policy Breach,Balanced,0.15,0.9,5250.0,1.08,0.2,Urban,Maharashtra,Bangalore,0.35,0.22,0.44,10,False,0.65,0.25,0.03
ACKO,Motor,Two Wheeler,Long Term Package,Annual,Addon,Zero Depreciation,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.58,Rural,Gujarat,Chennai,0.52,0.56,0.65,9,False,0.59,0.25,0.08
ACKO,Motor,Two Wheeler,Long Term Package,Annual,Addon,Engine Protect,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.6,Urban,Delhi,Chennai,0.62,0.31,0.61,9,False,0.8,0.25,0.08
ACKO,Motor,Two Wheeler,Long Term Package,Annual,Addon,Gearbox Protect,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.54,Metro,Maharashtra,Mumbai,0.76,0.54,0.65,14,False,0.52,0.25,0.08
ACKO,Motor,Two Wheeler,Long Term Package,Annual,Addon,Consumables,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.58,Rural,Tamil Nadu,Ahmedabad,0.81,0.49,0.71,11,False,0.66,0.25,0.08
ACKO,Motor,Two Wheeler,Long Term Package,Annual,Addon,Tyre Protect,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.54,Metro,Gujarat,Chennai,0.46,0.34,0.43,8,False,0.52,0.25,0.08
ACKO,Motor,Two Wheeler,Long Term Package,Annual,Addon,Roadside Assistance,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.36,Rural,Maharashtra,Ahmedabad,0.38,0.44,0.46,8,False,0.66,0.25,0.08
ACKO,Motor,Two Wheeler,Long Term Package,Annual,Addon,NCB Protect,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.66,Metro,Delhi,Ahmedabad,0.69,0.31,0.37,13,False,0.73,0.25,0.08
ACKO,Motor,Two Wheeler,Long Term Package,Annual,Addon,Return to Invoice,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.6,Rural,Karnataka,Delhi,0.64,0.31,0.59,7,False,0.63,0.25,0.08
ACKO,Motor,Two Wheeler,Long Term Package,Annual,Addon,Invoice Cover,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.28,Metro,Gujarat,Mumbai,0.43,0.76,0.57,7,False,0.82,0.25,0.08
ACKO,Motor,Two Wheeler,Long Term Package,Annual,Addon,PAYD Benefit,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.29,Metro,Karnataka,Ahmedabad,0.65,0.31,0.69,7,False,0.83,0.25,0.08
ACKO,Motor,Two Wheeler,Long Term Package,Annual,Addon,EV Addon,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.56,Metro,Tamil Nadu,Bangalore,0.89,0.66,0.83,9,False,0.71,0.25,0.08
ACKO,Motor,Two Wheeler,Long Term Package,Annual,Addon,EMI Protector,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.31,Rural,Tamil Nadu,Bangalore,0.69,0.25,0.49,12,False,0.85,0.25,0.08
ACKO,Motor,Two Wheeler,Long Term Package,Annual,Addon,Loss of Use,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.5,Metro,Delhi,Chennai,0.7,0.32,0.35,10,False,0.59,0.25,0.08
ACKO,Motor,Two Wheeler,Long Term Package,Annual,Addon,Key Protect,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.31,Metro,Tamil Nadu,Bangalore,0.34,0.45,0.34,7,False,0.75,0.25,0.08
ACKO,Motor,Two Wheeler,Long Term Package,Annual,Addon,Personal Belongings,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.58,Urban,Maharashtra,Delhi,0.86,0.45,0.52,11,False,0.64,0.25,0.08
ACKO,Motor,Commercial GCV,Package,Annual,Base,Own Damage,Accident / Liability,Policy Defined Event,Medium,Medium,35000,300000,Yes,Yes,Yes,Medium,Low,Medium,Claim Form|FIR|Photos,Policy Breach,Balanced,0.15,0.9,5250.0,1.08,0.41,Urban,Maharashtra,Delhi,0.35,0.56,0.86,7,False,0.81,0.25,0.03
ACKO,Motor,Commercial GCV,Package,Annual,Base,Third Party,Accident / Liability,Policy Defined Event,Medium,Medium,35000,300000,Yes,Yes,Yes,Medium,Low,Medium,Claim Form|FIR|Photos,Policy Breach,Balanced,0.15,0.9,5250.0,1.08,0.47,Rural,Gujarat,Bangalore,0.44,0.51,0.58,11,False,0.62,0.25,0.03
ACKO,Motor,Commercial GCV,Package,Annual,Base,Personal Accident,Accident / Liability,Policy Defined Event,Medium,Medium,35000,300000,Yes,Yes,Yes,Medium,Low,Medium,Claim Form|FIR|Photos,Policy Breach,Balanced,0.15,0.9,5250.0,1.08,0.44,Urban,Karnataka,Bangalore,0.73,0.72,0.85,14,False,0.57,0.25,0.03
ACKO,Motor,Commercial GCV,Package,Annual,Addon,Zero Depreciation,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.25,Metro,Delhi,Bangalore,0.66,0.24,0.9,7,False,0.62,0.25,0.08
